Upc,UPC,Description,ClickList Eligible,Primary Department,Recap Department,Department,Commodity,Sub-Commodity,Last 7 Days Sales,,,
7022202802,,Stokely's Sweet Baby Carrots,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,002 - CAN VEGETABLES - SHELF STABLE,2058 - CARROTS                       ,,,,
7022202848,,Stokely's Golden Corn,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,002 - CAN VEGETABLES - SHELF STABLE,2060 - CORN                          ,,,,
7022202868,,Stokely Shoepeg White Corn,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,002 - CAN VEGETABLES - SHELF STABLE,2060 - CORN                          ,,,,
7022202910,,Stokely Mixed Vegetables,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,002 - CAN VEGETABLES - SHELF STABLE,2068 - MIXED VEGETABLES              ,,,,
7022202936,,Stokely's Early Peas,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,002 - CAN VEGETABLES - SHELF STABLE,2070 - PEAS/GREEN                    ,,,,
7022202966,,Stokely's Whole Potatoes,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,002 - CAN VEGETABLES - SHELF STABLE,2076 - WHITE POTATOES                ,,,,
7022203027,,Stokely's Tomatoes,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,022 - TOMATO PRODUCTS-SHELF STABLE,2087 - TOMATOES/WHOLE                ,,,,
7022212907,,Stokely's Mixed Vegetables,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,002 - CAN VEGETABLES - SHELF STABLE,2068 - MIXED VEGETABLES              ,,,,
7023012000,,Tidy Cat Litter,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,213 - CAT LITTER,7182 - CONVENTIONAL LITTER           ,,,,
7023080514,,Tidy Cats Lightweight Litter,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,213 - CAT LITTER,7181 - SCOOP LITTER                  ,,,,
7026700117,,Sinton Dairy 2% Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7027223206,,Reddi-Wip Peppermint Topping,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,061 - MILK BY-PRODUCTS,4570 - AEROSOL TOPPINGS              ,,,,
7027223209,,Reddi-Wip French Vanilla Coffee Topping,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,061 - MILK BY-PRODUCTS,4570 - AEROSOL TOPPINGS              ,,,,
7027223210,,Reddi-Wip Hazelnut Coffee Sensations,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,061 - MILK BY-PRODUCTS,4570 - AEROSOL TOPPINGS              ,,,,
7033200455,,C&W Birdseye Petite Whole Beans,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,040 - FROZEN VEGETABLE & VEG DISH   ,0189 - FZ BAG VEGETABLES - PLAIN     ,,,,
7042408204,,Smith's Orange Pineapple Ice Cream,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,070 - ICE CREAM ICE MILK & SHERBETS,9411 - TRADITIONAL                   ,,,,
7045294099,,Farmland Dairy Morning Select Cottage Cheese,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,061 - MILK BY-PRODUCTS,4532 - COTTAGE CHEESE                ,,,,
7047014937,,Yoplait Fiber One Strawberry & Peach Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8300 - PROACTIVE HEALTH YOGURT                                ,,,,
7047027907,,Yoplait Fiber One Strawberry Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,4560 - YOGURT/ADULT MULTI-PACKS      ,,,,
7047300580,,Goldenrod Egg Nog,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4527 - EGG NOG/BOILED CUSTARD        ,,,,
7047300702,,Goldenrod Cottage Cheese,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,061 - MILK BY-PRODUCTS,4532 - COTTAGE CHEESE                ,,,,
7050529400,,Purnell's Old Folks Big Country Sausage & Egg Biscuit Sandwich,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,046 - FROZEN BREAKFAST FOODS,0225 - FRZN BREAKFAST SANDWICHES     ,,,,
7054311501,,Kleinpeter Half & Half,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,8296 - HALF & HALF                   ,,,,
7056092622,,Pictsweet Corn on the Cob,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,040 - FROZEN VEGETABLE & VEG DISH   ,0188 - FRZN CORN ON THE COB          ,,,,
7064000125,,Sun Rich Fruit Punch Drink,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,063 - REFRGRATD JUICES/DRINKS,4543 - DAIRY CASE FRUIT DRINKS (NO JUICE CONTENT)             ,,,,
7064000797,,Blue Bunny Mini Swirls Caramel Cones,N,01 - GROCERY        ,01 - GROCERY        ,45 - FROZEN GROCERY,071 - FROZEN NOVELTIES-WATER ICE,9421 - CONES                         ,,,,
7064000900,,Blue Bunny Lite 85 Strawberry Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064000902,,Blue Bunny Lite 85 Black Cherry Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064000903,,Blue Bunny Lite 85 Peach Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064000904,,Blue Bunny Lite 85 Strawberry Banana Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064000905,,Blue Bunny Lite 85 Blueberry Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064000906,,Blue Bunny Lite 85 Cherry Vanilla Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064000911,,Blue Bunny Lite 85 Vanilla Creme Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064000920,,Blue Bunny Lite 85 Blackberry Cream Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064000926,,Blue Bunny Strawberry Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064000927,,Blue Bunny Vanilla Creme Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064000932,,Blue Bunny Peach Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064000933,,Blue Bunny Raspberry Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064000936,,Fred Meyer Blackberry Cream Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064000941,,Blue Bunny Lite 85 Key Lime Pie Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064000953,,Blue Bunny Light Vanilla Creme Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8304 - YOGURT/LARGE SIZE (16OZ OR LARGER)                     ,,,,
7064001129,,Blue Bunny Lite 85 Black Cherry Burst Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064001130,,Blue Bunny Light Superfruit Pomegranate Cherry Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064001131,,Blue Bunny Light Superfruit Raspberry Cranberry Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064001132,,Blue Bunny Light Superfruit Raspberry Acai Berry Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064001133,,Blue Bunny Lite 85 Superfruit Pomegranate Blueberry Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064001134,,Blue Bunny Lite 85 Superfruit White Cranberry Strawberry Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7064050202,,Weight Watchers Lemon Cream Pie Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7065401111,,Joy Special Meal Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
7065401160,,Joy Super Meal Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
7065401161,,Joy Super Meal Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
7066200463,,Niss Top Ramen Pllt,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,026 - DRY RAMEN                     ,3180 - RAMEN NOODLES/RAMEN CUPS      ,,,,
7066206604,,Nissin Spicy Shrimp Ramen Bowl,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,026 - DRY RAMEN                     ,3180 - RAMEN NOODLES/RAMEN CUPS      ,,,,
7066208101,,Nissin Top Ramen Cucharealo Home-Style Picante Chicken Flavor,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,026 - DRY RAMEN                     ,3180 - RAMEN NOODLES/RAMEN CUPS      ,,,,
7067000225,,El Rio Garbanzos,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,093 - TRADITIONAL MEXICAN FOODS     ,2055 - MEXICAN BEANS/REFRIED         ,,,,
7067000775,,Reese Mustard Sardines,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,005 - CAN SEAFOOD - SHELF STABLE,5110 - SARDINES                      ,,,,
7067220610,,Tendersweet Creamed Corn,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,002 - CAN VEGETABLES - SHELF STABLE,2060 - CORN                          ,,,,
7077000012,,Turner Dairy Vitamin D Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7077000013,,Turner Dairy Vitamin D Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7077000032,,Turner Dairy 2% Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7077000050,,Turner Dairy Nutrish A/B 1% Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7077000052,,Turner Dairy Nutrish A/b 1% Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7077000082,,Turner Dairy Skim Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7077000090,,Turner Dairy Skim Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7077000132,,Turner Dairy Chocolate Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4526 - FLAVORED MILK                 ,,,,
7077000231,,Turner Dairy Egg Nog,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4527 - EGG NOG/BOILED CUSTARD        ,,,,
7077000232,,Turner Dairy Egg Nog,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4527 - EGG NOG/BOILED CUSTARD        ,,,,
7077000237,,Turner Dairy Boiled Custard,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4527 - EGG NOG/BOILED CUSTARD        ,,,,
7077000388,,Turner Dairy Cottage Cheese,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,061 - MILK BY-PRODUCTS,4532 - COTTAGE CHEESE                ,,,,
7077000391,,Turner Dairy Low Fat Cottage Cheese,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,061 - MILK BY-PRODUCTS,4532 - COTTAGE CHEESE                ,,,,
7077000401,,Turner Sour Cream,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,061 - MILK BY-PRODUCTS,4533 - SOUR CREAMS                   ,,,,
7077000403,,Turner Sour Cream,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,061 - MILK BY-PRODUCTS,4533 - SOUR CREAMS                   ,,,,
7077000462,,Turner Jungle Juice Orange Drink,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,063 - REFRGRATD JUICES/DRINKS,4543 - DAIRY CASE FRUIT DRINKS (NO JUICE CONTENT)             ,,,,
7077000709,,Turner Dairy Low Fat Cottage Cheese,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,061 - MILK BY-PRODUCTS,4532 - COTTAGE CHEESE                ,,,,
7077000910,,Turner Dairy Vitamin D Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7077700050,,Trauth Fat Free Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7077700060,,Trauth Fat Free Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7077700121,,Trauth Small Curd Cottage Cheese,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,061 - MILK BY-PRODUCTS,4532 - COTTAGE CHEESE                ,,,,
7077700243,,Trauth Low Fat Cottage Cheese,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,061 - MILK BY-PRODUCTS,4532 - COTTAGE CHEESE                ,,,,
7077700410,,TruMoo Chocolate Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4526 - FLAVORED MILK                 ,,,,
7077702561,,Trauth 1% AB Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7077704303,,Trauth Cultured Buttermlk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4525 - BUTTERMILK                    ,,,,
7077704323,,Trauth Country Style Buttermilk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4525 - BUTTERMILK                    ,,,,
7077704531,,Trauth Skim Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7077730001,,Trauth Egg Nog,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4527 - EGG NOG/BOILED CUSTARD        ,,,,
7077730002,,Trauth Egg Nog,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4527 - EGG NOG/BOILED CUSTARD        ,,,,
7077755504,,Trauth Chocolate Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4526 - FLAVORED MILK                 ,,,,
7077755505,,Trauth Low Fat Strawberry Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4526 - FLAVORED MILK                 ,,,,
7077755517,,Trauth Lemonade,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,063 - REFRGRATD JUICES/DRINKS,4543 - DAIRY CASE FRUIT DRINKS (NO JUICE CONTENT)             ,,,,
7077755521,,Trauth Orange Juice,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,063 - REFRGRATD JUICES/DRINKS,4539 - DAIRY CASE 100% PURE JUICE - OJ                        ,,,,
7077755522,,Trauth Iced Tea,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,063 - REFRGRATD JUICES/DRINKS,4543 - DAIRY CASE FRUIT DRINKS (NO JUICE CONTENT)             ,,,,
7088000805,,Broguiere's Dairy Chocolate Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4526 - FLAVORED MILK                 ,,,,
7088000815,,Broguiere's Dairy Chocolate Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4526 - FLAVORED MILK                 ,,,,
7089054000,,Joan of Arc Butter Beans,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,003 - CAN BEANS,2050 - VARIETY BEANS - KIDNEY/PINTO/ETC                       ,,,,
7092400740,,Alpenrose 3.8% Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7092400747,,Alpenrose 4% Extra Rich Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7094903435,,Diana's Mini Corn Tortillas,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,093 - TRADITIONAL MEXICAN FOODS     ,2052 - MEXICAN SOFT TORTILLAS AND WRAPS                       ,,,,
7095200601,,Penne Rigate Pasta,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,137 - AUTHENTIC HISPANIC FDS&PRODUCT,2062 - AUTHENTIC PASTA/RICE/BEANS    ,,,,
7100000251,,Foremost Orange Juice,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,063 - REFRGRATD JUICES/DRINKS,4539 - DAIRY CASE 100% PURE JUICE - OJ                        ,,,,
7100008769,,Foremost Bulgarian Buttermilk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4525 - BUTTERMILK                    ,,,,
7104300639,,Anderson Erickson Strawberry Vanilla Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8302 - TRADITIONAL SS YOGURT                                  ,,,,
7104300850,,Anderson Erickson Yo Lite Strawberry Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7104300851,,Anderson Erickson Yo Lite Raspberry Cheesecake Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7104300855,,Anderson Erickson Black Cherry Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7104300857,,Anderson Erickson Lemon Chiffon Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7104300858,,Anderson Erickson Cherry Vanilla Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7104300861,,Anderson Erickson Yo Lite Key Lime Pie Yogurt,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,062 - YOGURT,8303 - YOGURT/SS LIGHT               ,,,,
7104310040,,Anderson Erickson Skim Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7104310140,,Anderson Erickson 1% Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7104310326,,Anderson Erickson Skim Chocolate Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4526 - FLAVORED MILK                 ,,,,
7104310810,,Anderson Erickson 100% Orange Juice,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,063 - REFRGRATD JUICES/DRINKS,4539 - DAIRY CASE 100% PURE JUICE - OJ                        ,,,,
7104310823,,Anderson Erickson Lemonade,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,063 - REFRGRATD JUICES/DRINKS,4540 - DAIRY CASE 100% PURE JUICE OTHE THAN ORNG              ,,,,
7104700004,,El Aquila Yellow Corn Tortillas,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,093 - TRADITIONAL MEXICAN FOODS     ,2052 - MEXICAN SOFT TORTILLAS AND WRAPS                       ,,,,
7104700017,,El Aguila Burrito Tortillas,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,093 - TRADITIONAL MEXICAN FOODS     ,2052 - MEXICAN SOFT TORTILLAS AND WRAPS                       ,,,,
7104700022,,El Aquila Homestyle Flour Tortillas,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,093 - TRADITIONAL MEXICAN FOODS     ,2052 - MEXICAN SOFT TORTILLAS AND WRAPS                       ,,,,
7104712345,,El Aguila Homestyle Flour Tortillas,N,01 - GROCERY        ,01 - GROCERY        ,01 - GROC-ALL OTHER,093 - TRADITIONAL MEXICAN FOODS     ,2052 - MEXICAN SOFT TORTILLAS AND WRAPS                       ,,,,
7119001024,,Dad's Bite Size Meal Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
7119001032,,Dad's Bite Size Meal Dog Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
7119003032,,Dad's Econ-O Dry Puppy Food,N,01 - GROCERY        ,01 - GROCERY        ,52 - PET            ,091 - DRY DOG FOOD,7196 - DRY DOG FOOD REGULAR          ,,,,
7119500326,,Roberts Dairy Vitamin D Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7119500348,,Roberts 2% Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7119500909,,Roberts Dairy Premium Chocolate Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4526 - FLAVORED MILK                 ,,,,
7119501171,,Roberts Buttermilk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4525 - BUTTERMILK                    ,,,,
7119501767,,Roberts Dairy Egg Nog,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4527 - EGG NOG/BOILED CUSTARD        ,,,,
7119501769,,Robert Dairy Egg Nog,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4527 - EGG NOG/BOILED CUSTARD        ,,,,
7119502426,,Roberts Dairy Half & Half,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,8296 - HALF & HALF                   ,,,,
7119502430,,Roberts Dairy Half & Half,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,8296 - HALF & HALF                   ,,,,
7119502437,,Roberts Orange Juice With Calcium,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,063 - REFRGRATD JUICES/DRINKS,4539 - DAIRY CASE 100% PURE JUICE - OJ                        ,,,,
7119502623,,Roberts Dairy Ultra-Pasteurized Half & Half,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,8296 - HALF & HALF                   ,,,,
7119503526,,Roberts Skim Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7119503626,,Roberts Buttermilk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4525 - BUTTERMILK                    ,,,,
7119503826,,Roberts Dairy 2% Chocolate Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4526 - FLAVORED MILK                 ,,,,
7119521190,,Roberts Dairy Half & Half,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,8296 - HALF & HALF                   ,,,,
7119524353,,Roberts Dairy 2% Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7119524355,,Roberts Dairy Skim Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4530 - FLUID MILK/WHITE ONLY         ,,,,
7119524356,,Roberts Dairy 2% Chocolate Milk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4526 - FLAVORED MILK                 ,,,,
7119524357,,Roberts Buttermilk,N,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4525 - BUTTERMILK                    ,,,,
7119524358,,Roberts Egg Nog,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4527 - EGG NOG/BOILED CUSTARD        ,,,,
7119524359,,Roberts Lite Egg Nog,Y,01 - GROCERY        ,01 - GROCERY        ,05 - DAIRY,060 - FLUID MILK PRODUCTS,4527 - EGG NOG/BOILED CUSTARD        ,,,,
